id,name
1,All Genres
2,Alternative
3,Blues
4,Classical
5,Country
6,Electronic
7,Experimental
8,Folk
9,Funk/Soul
10,Hip Hop
11,Indie
12,Jazz
13,Latino
14,Metal
15,Pop
16,Reggae
17,Rock
18,Singer/Songwriter
19,World
